run_name,mmlu_mean_acc,metrics_dir,mmlu_eval_json
lr_2p0000e-04_r32_a64_st500_wd_0p0000e00,0.5427551105460133,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_2p0000e-04_r32_a64_st500_wd_1p0000e-02,0.5427551105460133,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-04_r32_a64_st500_wd_1p0000e-03,0.5427551105460133,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_2p0000e-05_r64_a128_st500_wd_0p0000e00,0.5385428397411449,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_2p0000e-05_r64_a128_st500_wd_1p0000e-02,0.5385428397411449,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-05_r64_a128_st500_wd_1p0000e-03,0.5385428397411449,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_2p0000e-04_r16_a32_st500_wd_0p0000e00,0.5337730731741487,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r16_a32_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r16_a32_st500_wd_0p0000e00/mmlu_eval.json
lr_2p0000e-04_r16_a32_st500_wd_1p0000e-02,0.5337730731741487,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r16_a32_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r16_a32_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-04_r16_a32_st500_wd_1p0000e-03,0.5337730731741487,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r16_a32_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-04_r16_a32_st500_wd_1p0000e-03/mmlu_eval.json
lr_2p0000e-05_r16_a32_st500_wd_0p0000e00,0.5337730731741487,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r16_a32_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora/lr_2p0000e-05_r16_a32_st500_wd_0p0000e00/mmlu_eval.json
