run_name,mmlu_mean_acc,metrics_dir,mmlu_eval_json
lr_2p0000e-04_r32_a64_st500_wd_0p0000e00,0.5427551105460133,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_2p0000e-04_r32_a64_st500_wd_1p0000e-02,0.5427551105460133,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-04_r32_a64_st500_wd_1p0000e-03,0.5427551105460133,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_2p0000e-04_r64_a128_st500_wd_0p0000e00,0.5350865111742364,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_2p0000e-04_r64_a128_st500_wd_1p0000e-02,0.5350865111742364,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-04_r64_a128_st500_wd_1p0000e-03,0.5350865111742364,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_3p0000e-04_r32_a64_st500_wd_0p0000e00,0.5350865111742364,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_3p0000e-04_r32_a64_st500_wd_1p0000e-02,0.5350865111742364,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_3p0000e-04_r32_a64_st500_wd_1p0000e-03,0.5350865111742364,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_4p0000e-04_r32_a64_st500_wd_0p0000e00,0.533018484367106,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_4p0000e-04_r32_a64_st500_wd_1p0000e-02,0.533018484367106,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_4p0000e-04_r32_a64_st500_wd_1p0000e-03,0.533018484367106,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_6p0000e-04_r32_a64_st500_wd_0p0000e00,0.5300120174211734,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02,0.5300120174211734,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03,0.5300120174211734,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_3p0000e-04_r64_a128_st500_wd_0p0000e00,0.5273397057252571,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
